OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName,activity_date,year,month,location_order,location_name
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-13-R0704,Sample-Routine,Water,NA,5/28/2013,10:23:00,CST,NA,NA,NA,NA,1,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-292723880,NA,NA,pH,Total,8.03,None,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500-H+B,APHA,"4500 H+B ~ pH in Water by Potentiometry, pH Value in Water by Potentiometry Using a Standard Hydrogen Electrode",NA,https://www.nemi.gov/methods/method_summary/4707/,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-17T13:53:39Z,STORET,5/28/2013,2013,5,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-13-R1574,Sample-Routine,Water,NA,7/8/2013,9:45:00,CST,NA,NA,NA,NA,11,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-292708006,NA,NA,pH,Total,8.12,None,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500-H+B,APHA,"4500 H+B ~ pH in Water by Potentiometry, pH Value in Water by Potentiometry Using a Standard Hydrogen Electrode",NA,https://www.nemi.gov/methods/method_summary/4707/,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-17T13:43:50Z,STORET,7/8/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-13-R2318,Sample-Routine,Water,NA,8/19/2013,11:21:00,CST,NA,NA,NA,NA,1,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-292709021,NA,NA,Sum of cations,Total,21.88,meq/L,NA,Final,NA,Calculated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,NA,https://www.nemi.gov/methods/method_summary/4680/,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-17T13:44:26Z,STORET,8/19/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2013-8375P,Field Msr/Obs,Water,NA,7/8/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-670268183,NA,NA,Specific conductance,NA,1093,uS/cm,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-10-06T15:07:19Z,STORET,7/8/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-13-R1455,Sample-Routine,Water,NA,6/27/2013,9:45:00,CST,NA,NA,NA,NA,1,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-292691240,NA,NA,Aluminum,Total Recoverable,71,ug/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7,USEPA,Metals in Water by ICP-AES,NA,https://www.nemi.gov/methods/method_summary/4690/,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-17T13:33:55Z,STORET,6/27/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-13-R0704,Sample-Routine,Water,NA,5/28/2013,10:23:00,CST,NA,NA,NA,NA,1,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-292723855,NA,NA,"Alkalinity, total",Total,175,mg/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2320-B,APHA,2320 B ~ Alkalinity by Gran Titration,NA,https://www.nemi.gov/methods/method_summary/9694/,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-17T13:53:38Z,STORET,5/28/2013,2013,5,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2013-8395P,Field Msr/Obs,Water,NA,9/17/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-670268870,NA,NA,Specific conductance,NA,2048,uS/cm,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-10-06T15:07:22Z,STORET,9/17/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-13-R2081,Sample-Routine,Water,NA,8/5/2013,10:11:00,CST,NA,NA,NA,NA,11,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-292700632,NA,NA,Manganese,Total Recoverable,1.48,mg/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7,USEPA,Metals in Water by ICP-AES,NA,https://www.nemi.gov/methods/method_summary/4690/,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-17T13:39:24Z,STORET,8/5/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2013-7863P,Field Msr/Obs,Water,NA,8/16/2013,7:35:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-469507046,NA,NA,pH,NA,7.83,None,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-17T10:39:35Z,STORET,8/16/2013,2013,8,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-13-R2318,Sample-Routine,Water,NA,8/19/2013,11:21:00,CST,NA,NA,NA,NA,1,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-292709000,NA,NA,Sodium,Total Recoverable,48,%,NA,Final,NA,Calculated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7,USEPA,Metals in Water by ICP-AES,NA,https://www.nemi.gov/methods/method_summary/4690/,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-17T13:44:25Z,STORET,8/19/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2013-8363P,Field Msr/Obs,Water,NA,5/28/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-670267708,NA,NA,pH,NA,7.92,None,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-10-06T15:07:16Z,STORET,5/28/2013,2013,5,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-13-R1020,Sample-Routine,Water,NA,6/11/2013,10:10:00,CST,NA,NA,NA,NA,11,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-292709535,NA,NA,Bicarbonate,Total,285,mg/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2320-B,APHA,2320 B ~ Alkalinity by Gran Titration,NA,https://www.nemi.gov/methods/method_summary/9694/,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-17T13:44:45Z,STORET,6/11/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2013-8363P,Field Msr/Obs,Water,NA,5/28/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-670267703,NA,NA,Specific conductance,NA,630,uS/cm,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-10-06T15:07:16Z,STORET,5/28/2013,2013,5,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-13-R1871,Sample-Routine,Water,NA,7/22/2013,10:18:00,CST,NA,NA,NA,NA,11,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-292701711,NA,NA,Magnesium,Total Recoverable,53.5,mg/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7,USEPA,Metals in Water by ICP-AES,NA,https://www.nemi.gov/methods/method_summary/4690/,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-17T13:40:01Z,STORET,7/22/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-13-R1574,Sample-Routine,Water,NA,7/8/2013,9:45:00,CST,NA,NA,NA,NA,11,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-292707994,NA,NA,Conductivity,Total,1050,umho/cm,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2510B,APHA,2510 B ~ Conductivity - Laboratory Method,NA,https://www.nemi.gov/methods/method_summary/5702/,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-17T13:43:50Z,STORET,7/8/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2013-7876P,Field Msr/Obs,Water,NA,9/12/2013,11:45:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-469507230,NA,NA,pH,NA,7.77,None,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-17T10:39:37Z,STORET,9/12/2013,2013,9,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-13-R1455,Sample-Routine,Water,NA,6/27/2013,9:45:00,CST,NA,NA,NA,NA,1,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-292691243,NA,NA,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Total Recoverable,2.2,None,NA,Final,NA,Calculated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7,USEPA,Metals in Water by ICP-AES,NA,https://www.nemi.gov/methods/method_summary/4690/,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-17T13:33:55Z,STORET,6/27/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2013-7863P,Field Msr/Obs,Water,NA,8/16/2013,7:35:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-469507015,NA,NA,pH,NA,7.82,None,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-17T10:39:35Z,STORET,8/16/2013,2013,8,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-13-R2603F,Field Msr/Obs,Water,NA,9/5/2013,9:36:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-292721412,NA,NA,Specific conductance,NA,1924,uS/cm,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-17T13:52:07Z,STORET,9/5/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2013-8395P,Field Msr/Obs,Water,NA,9/17/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-670268871,NA,NA,Specific conductance,NA,2048,uS/cm,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-10-06T15:07:22Z,STORET,9/17/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2013-8375P,Field Msr/Obs,Water,NA,7/8/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-670268176,NA,NA,pH,NA,8.45,None,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-10-06T15:07:19Z,STORET,7/8/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-13-R1870,Sample-Routine,Water,NA,7/22/2013,10:30:00,CST,NA,NA,NA,NA,1,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-292696305,NA,NA,Chloride,Dissolved,17.4,mg/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500-CL-(F),APHA,4500 CL F  ~ Chloride in Water by Ion Chromatography,NA,https://www.nemi.gov/methods/method_summary/9722/,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-17T13:36:51Z,STORET,7/22/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-13-R2604F,Field Msr/Obs,Water,NA,9/5/2013,9:53:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-292718766,NA,NA,pH,NA,8.43,None,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-17T13:50:30Z,STORET,9/5/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-13-R1870,Sample-Routine,Water,NA,7/22/2013,10:30:00,CST,NA,NA,NA,NA,1,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-292696309,NA,NA,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Total Recoverable,2.56,None,NA,Final,NA,Calculated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7,USEPA,Metals in Water by ICP-AES,NA,https://www.nemi.gov/methods/method_summary/4690/,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-17T13:36:51Z,STORET,7/22/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-13-R1573,Sample-Routine,Water,NA,7/8/2013,9:18:00,CST,NA,NA,NA,NA,1,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-292700490,NA,NA,Manganese,Total Recoverable,0.193,mg/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7,USEPA,Metals in Water by ICP-AES,NA,https://www.nemi.gov/methods/method_summary/4690/,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-17T13:39:19Z,STORET,7/8/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
